stimuli_file,mos,ci,std
1280_720_3000K_av1_Center_Panorama.mkv,3.0476190476190474,0.39376652902960896,0.9206622874969125
1280_720_3000K_av1_DevilMayCry5_P2.mkv,3.142857142857143,0.36506862634640247,0.8535639569308374
1280_720_3000K_av1_Fireworks.mkv,3.380952380952381,0.31650291662361135,0.7400128699009549
1280_720_3000K_av1_Flowers.mkv,2.9047619047619047,0.40359855210715695,0.9436504599035547
1280_720_3000K_av1_PES2019v2_P2.mkv,2.9523809523809526,0.34419000171733205,0.8047478161629563
1280_720_3000K_hevc_Center_Panorama.mkv,2.4285714285714284,0.41843386410551964,0.9783367810436533
1280_720_3000K_hevc_DevilMayCry5_P2.mkv,2.619047619047619,0.21282883516685297,0.49761335152811925
1280_720_3000K_hevc_Fireworks.mkv,2.619047619047619,0.3698099759783415,0.8646496675642961
1280_720_3000K_hevc_Flowers.mkv,2.238095238095238,0.2995348845448487,0.7003400534570262
1280_720_3000K_hevc_PES2019v2_P2.mkv,2.1904761904761907,0.25729751538324863,0.6015852075182383
1280_720_3000K_vvc_Center_Panorama.mkv,2.8095238095238093,0.41947345294778726,0.9807674351775562
1280_720_3000K_vvc_DevilMayCry5_P2.mkv,3.0,0.3578388287434314,0.8366600265340756
1280_720_3000K_vvc_Fireworks.mkv,2.9523809523809526,0.39376652902960896,0.9206622874969125
1280_720_3000K_vvc_Flowers.mkv,3.1904761904761907,0.4610241857319292,1.0779168622415933
1280_720_3000K_vvc_PES2019v2_P2.mkv,2.9545454545454546,0.35262549743488636,0.8438727464026861
1280_720_500K_av1_Center_Panorama.mkv,2.5714285714285716,0.41843386410551964,0.9783367810436533
1280_720_500K_av1_DevilMayCry5_P2.mkv,1.5,0.30163209285069853,0.6882472016116853
1280_720_500K_av1_Fireworks.mkv,1.5714285714285714,0.28917744271580803,0.6761234037828133
1280_720_500K_av1_Flowers.mkv,1.380952380952381,0.2521681465399702,0.5895922723535711
1280_720_500K_av1_PES2019v2_P2.mkv,1.5714285714285714,0.25559916338816535,0.5976143046671969
1280_720_500K_hevc_Center_Panorama.mkv,1.9047619047619047,0.40359855210715695,0.9436504599035547
1280_720_500K_hevc_DevilMayCry5_P2.mkv,1.0952380952380953,0.12864875769162432,0.30079260375911915
1280_720_500K_hevc_Fireworks.mkv,1.1428571428571428,0.2044793307105322,0.4780914437337574
1280_720_500K_hevc_Flowers.mkv,1.3333333333333333,0.28154608483752547,0.6582805886043833
1280_720_500K_hevc_PES2019v2_P2.mkv,1.1428571428571428,0.15335949803289917,0.3585685828003181
1280_720_500K_vvc_Center_Panorama.mkv,2.142857142857143,0.3893170468825808,0.9102589898327995
1280_720_500K_vvc_DevilMayCry5_P2.mkv,1.380952380952381,0.2521681465399702,0.5895922723535711
1280_720_500K_vvc_Fireworks.mkv,1.6666666666666667,0.31234733701164075,0.7302967433402214
1280_720_500K_vvc_Flowers.mkv,1.4285714285714286,0.25559916338816535,0.5976143046671968
1280_720_500K_vvc_PES2019v2_P2.mkv,1.619047619047619,0.2861493232218596,0.6690433824641326
1280_720_8000K_av1_Center_Panorama.mkv,3.4761904761904763,0.37332647324572454,0.8728715609439694
1280_720_8000K_av1_DevilMayCry5_P2.mkv,3.761904761904762,0.35539621433147633,0.8309489698388165
1280_720_8000K_av1_Fireworks.mkv,3.7142857142857144,0.33521516015618336,0.7837638128197258
1280_720_8000K_av1_Flowers.mkv,3.4285714285714284,0.3721579994148018,0.870139561876632
1280_720_8000K_av1_PES2019v2_P2.mkv,3.142857142857143,0.27999485493429344,0.6546536707079772
1280_720_8000K_hevc_Center_Panorama.mkv,2.9047619047619047,0.35539621433147633,0.8309489698388166
1280_720_8000K_hevc_DevilMayCry5_P2.mkv,3.2857142857142856,0.385946273074873,0.9023778112773575
1280_720_8000K_hevc_Fireworks.mkv,2.9047619047619047,0.23051209286596455,0.5389584311207966
1280_720_8000K_hevc_Flowers.mkv,2.857142857142857,0.31094980276662093,0.72702917999997
1280_720_8000K_hevc_PES2019v2_P2.mkv,2.7142857142857144,0.30671899606579833,0.7171371656006361
1280_720_8000K_vvc_Center_Panorama.mkv,2.857142857142857,0.2451621050218643,0.5732115042211109
1280_720_8000K_vvc_DevilMayCry5_P2.mkv,3.7142857142857144,0.30671899606579833,0.7171371656006363
1280_720_8000K_vvc_Fireworks.mkv,3.5238095238095237,0.32060463740289513,0.7496030695673289
1280_720_8000K_vvc_Flowers.mkv,3.380952380952381,0.34419000171733216,0.8047478161629565
1280_720_8000K_vvc_PES2019v2_P2.mkv,3.4761904761904763,0.32060463740289513,0.7496030695673289
1920_1080_1000K_av1_Center_Panorama.mkv,3.619047619047619,0.3165029166236114,0.7400128699009549
1920_1080_1000K_av1_DevilMayCry5_P2.mkv,2.2857142857142856,0.3352151601561833,0.7837638128197257
1920_1080_1000K_av1_Fireworks.mkv,2.0952380952380953,0.48586256849719467,1.13599128098599
1920_1080_1000K_av1_Flowers.mkv,2.0476190476190474,0.3698099759783414,0.8646496675642958
1920_1080_1000K_av1_PES2019v2_P2.mkv,2.0,0.2342605027587306,0.5477225575051661
1920_1080_1000K_hevc_Center_Panorama.mkv,2.5714285714285716,0.3721579994148018,0.870139561876632
1920_1080_1000K_hevc_DevilMayCry5_P2.mkv,1.4761904761904763,0.21888204670888078,0.511766315719159
1920_1080_1000K_hevc_Fireworks.mkv,1.2857142857142858,0.19798626062138255,0.46291004988627577
1920_1080_1000K_hevc_Flowers.mkv,1.1428571428571428,0.2044793307105322,0.4780914437337574
1920_1080_1000K_hevc_PES2019v2_P2.mkv,1.2380952380952381,0.18666323662286227,0.4364357804719847
1920_1080_1000K_vvc_Center_Panorama.mkv,3.0476190476190474,0.34419000171733205,0.8047478161629563
1920_1080_1000K_vvc_DevilMayCry5_P2.mkv,1.9047619047619047,0.2995348845448487,0.7003400534570262
1920_1080_1000K_vvc_Fireworks.mkv,2.0476190476190474,0.43776409341776157,1.023532631438318
1920_1080_1000K_vvc_Flowers.mkv,1.9523809523809523,0.3698099759783414,0.8646496675642958
1920_1080_1000K_vvc_PES2019v2_P2.mkv,2.4761904761904763,0.2906796733060595,0.6796357567879738
1920_1080_12000K_av1_Center_Panorama.mkv,3.9523809523809526,0.31650291662361135,0.7400128699009548
1920_1080_12000K_av1_DevilMayCry5_P2.mkv,4.095238095238095,0.32865454220232565,0.768424485864545
1920_1080_12000K_av1_Fireworks.mkv,4.238095238095238,0.35539621433147633,0.8309489698388165
1920_1080_12000K_av1_Flowers.mkv,3.9,0.3453800884311548,0.7880689256524124
1920_1080_12000K_av1_PES2019v2_P2.mkv,4.190476190476191,0.3206046374028952,0.7496030695673291
1920_1080_12000K_hevc_Center_Panorama.mkv,3.5714285714285716,0.289177442715808,0.6761234037828132
1920_1080_12000K_hevc_DevilMayCry5_P2.mkv,3.761904761904762,0.38026192316884566,0.8890872794479686
1920_1080_12000K_hevc_Fireworks.mkv,3.238095238095238,0.35539621433147633,0.8309489698388165
1920_1080_12000K_hevc_Flowers.mkv,3.6666666666666665,0.3662597180145699,0.8563488385776752
1920_1080_12000K_hevc_PES2019v2_P2.mkv,3.4761904761904763,0.3479655077377157,0.8135752957807666
1920_1080_12000K_vvc_Center_Panorama.mkv,3.619047619047619,0.3165029166236114,0.7400128699009549
1920_1080_12000K_vvc_DevilMayCry5_P2.mkv,4.095238095238095,0.35539621433147633,0.8309489698388166
1920_1080_12000K_vvc_Fireworks.mkv,4.095238095238095,0.32865454220232565,0.768424485864545
1920_1080_12000K_vvc_Flowers.mkv,4.0,0.3578388287434314,0.8366600265340756
1920_1080_12000K_vvc_PES2019v2_P2.mkv,3.9523809523809526,0.34419000171733205,0.8047478161629563
1920_1080_5000K_av1_Center_Panorama.mkv,3.6666666666666665,0.3662597180145699,0.8563488385776752
1920_1080_5000K_av1_DevilMayCry5_P2.mkv,3.857142857142857,0.38931704688258084,0.9102589898327996
1920_1080_5000K_av1_Fireworks.mkv,3.761904761904762,0.32865454220232565,0.768424485864545
1920_1080_5000K_av1_Flowers.mkv,3.5238095238095237,0.3479655077377157,0.8135752957807666
1920_1080_5000K_av1_PES2019v2_P2.mkv,3.4761904761904763,0.32060463740289513,0.7496030695673289
1920_1080_5000K_hevc_Center_Panorama.mkv,3.4285714285714284,0.3959725212427651,0.9258200997725514
1920_1080_5000K_hevc_DevilMayCry5_P2.mkv,2.9523809523809526,0.2861493232218596,0.6690433824641325
1920_1080_5000K_hevc_Fireworks.mkv,2.6666666666666665,0.3123473370116408,0.7302967433402215
1920_1080_5000K_hevc_Flowers.mkv,2.761904761904762,0.403598552107157,0.9436504599035548
1920_1080_5000K_hevc_PES2019v2_P2.mkv,2.5714285714285716,0.289177442715808,0.6761234037828132
1920_1080_5000K_vvc_Center_Panorama.mkv,3.8095238095238093,0.32060463740289524,0.7496030695673291
1920_1080_5000K_vvc_DevilMayCry5_P2.mkv,3.7142857142857144,0.40895866142106446,0.9561828874675149
1920_1080_5000K_vvc_Fireworks.mkv,3.9523809523809526,0.2861493232218596,0.6690433824641325
1920_1080_5000K_vvc_Flowers.mkv,3.761904761904762,0.32865454220232565,0.768424485864545
1920_1080_5000K_vvc_PES2019v2_P2.mkv,3.5714285714285716,0.3959725212427651,0.9258200997725515
2560_1440_1000K_av1_Center_Panorama.mkv,3.238095238095238,0.35539621433147633,0.8309489698388165
2560_1440_1000K_av1_DevilMayCry5_P2.mkv,2.4285714285714284,0.41843386410551964,0.9783367810436533
2560_1440_1000K_av1_Fireworks.mkv,2.4761904761904763,0.4194734529477873,0.9807674351775563
2560_1440_1000K_av1_Flowers.mkv,2.2857142857142856,0.43074336652145123,1.0071175275436894
2560_1440_1000K_av1_PES2019v2_P2.mkv,1.7619047619047619,0.2995348845448487,0.7003400534570262
2560_1440_1000K_hevc_Center_Panorama.mkv,2.761904761904762,0.4466286078665834,1.0442586798663398
2560_1440_1000K_hevc_DevilMayCry5_P2.mkv,1.1904761904761905,0.17209500085866605,0.40237390808147827
2560_1440_1000K_hevc_Fireworks.mkv,1.1904761904761905,0.17209500085866608,0.40237390808147827
2560_1440_1000K_hevc_Flowers.mkv,1.1904761904761905,0.17209500085866608,0.40237390808147827
2560_1440_1000K_hevc_PES2019v2_P2.mkv,1.0476190476190477,0.09333161831143115,0.21821789023599242
2560_1440_1000K_vvc_Center_Panorama.mkv,3.5714285714285716,0.3192432527502795,0.7464200272921789
2560_1440_1000K_vvc_DevilMayCry5_P2.mkv,1.8571428571428572,0.31094980276662093,0.72702917999997
2560_1440_1000K_vvc_Fireworks.mkv,2.3333333333333335,0.39043417126455093,0.9128709291752768
2560_1440_1000K_vvc_Flowers.mkv,2.0476190476190474,0.31650291662361135,0.7400128699009548
2560_1440_1000K_vvc_PES2019v2_P2.mkv,2.2,0.39199279690801075,0.8944271909999159
2560_1440_12000K_av1_Center_Panorama.mkv,4.142857142857143,0.38931704688258084,0.9102589898327995
2560_1440_12000K_av1_DevilMayCry5_P2.mkv,4.238095238095238,0.2995348845448487,0.7003400534570262
2560_1440_12000K_av1_Fireworks.mkv,3.619047619047619,0.39376652902960896,0.9206622874969125
2560_1440_12000K_av1_Flowers.mkv,4.190476190476191,0.3206046374028952,0.7496030695673291
2560_1440_12000K_av1_PES2019v2_P2.mkv,4.285714285714286,0.3614718033947599,0.8451542547285165
2560_1440_12000K_hevc_Center_Panorama.mkv,4.0,0.30242900861958005,0.7071067811865476
2560_1440_12000K_hevc_DevilMayCry5_P2.mkv,3.9047619047619047,0.2672610821058155,0.6248809410409237
2560_1440_12000K_hevc_Fireworks.mkv,3.3333333333333335,0.31234733701164075,0.7302967433402214
2560_1440_12000K_hevc_Flowers.mkv,3.8095238095238093,0.4194734529477873,0.9807674351775563
2560_1440_12000K_hevc_PES2019v2_P2.mkv,3.5714285714285716,0.34671157390185753,0.8106434833777776
2560_1440_12000K_vvc_Center_Panorama.mkv,3.8095238095238093,0.4804539112971323,1.123345344008138
2560_1440_12000K_vvc_DevilMayCry5_P2.mkv,4.095238095238095,0.32865454220232565,0.768424485864545
2560_1440_12000K_vvc_Fireworks.mkv,4.333333333333333,0.28154608483752547,0.6582805886043833
2560_1440_12000K_vvc_Flowers.mkv,4.428571428571429,0.3192432527502795,0.746420027292179
2560_1440_12000K_vvc_PES2019v2_P2.mkv,4.285714285714286,0.3067189960657983,0.717137165600636
2560_1440_5000K_av1_Center_Panorama.mkv,4.238095238095238,0.2995348845448487,0.7003400534570262
2560_1440_5000K_av1_DevilMayCry5_P2.mkv,3.5238095238095237,0.44073874208975994,1.0304876330673562
2560_1440_5000K_av1_Fireworks.mkv,3.7142857142857144,0.36147180339476,0.8451542547285166
2560_1440_5000K_av1_Flowers.mkv,3.6666666666666665,0.3403726193294459,0.7958224257542215
2560_1440_5000K_av1_PES2019v2_P2.mkv,3.619047619047619,0.28614932322185965,0.6690433824641326
2560_1440_5000K_hevc_Center_Panorama.mkv,3.5714285714285716,0.3192432527502795,0.7464200272921789
2560_1440_5000K_hevc_DevilMayCry5_P2.mkv,3.142857142857143,0.31094980276662093,0.72702917999997
2560_1440_5000K_hevc_Fireworks.mkv,2.4761904761904763,0.2906796733060595,0.6796357567879738
2560_1440_5000K_hevc_Flowers.mkv,2.4285714285714284,0.3721579994148018,0.870139561876632
2560_1440_5000K_hevc_PES2019v2_P2.mkv,2.8095238095238093,0.2906796733060595,0.6796357567879738
2560_1440_5000K_vvc_Center_Panorama.mkv,4.0,0.33129438012973655,0.7745966692414834
2560_1440_5000K_vvc_DevilMayCry5_P2.mkv,4.0,0.2705007286565003,0.6324555320336759
2560_1440_5000K_vvc_Fireworks.mkv,3.857142857142857,0.433766164073712,1.01418510567422
2560_1440_5000K_vvc_Flowers.mkv,4.045454545454546,0.37546562200243816,0.8985317508910342
2560_1440_5000K_vvc_PES2019v2_P2.mkv,3.5714285714285716,0.3721579994148018,0.870139561876632
3840_2160_17000K_av1_Center_Panorama.mkv,4.181818181818182,0.2776712060052178,0.6644986392449885
3840_2160_17000K_av1_DevilMayCry5_P2.mkv,3.857142857142857,0.33909060867491575,0.7928249671720919
3840_2160_17000K_av1_Fireworks.mkv,4.142857142857143,0.31094980276662093,0.72702917999997
3840_2160_17000K_av1_Flowers.mkv,4.571428571428571,0.31924325275027954,0.746420027292179
3840_2160_17000K_av1_PES2019v2_P2.mkv,4.380952380952381,0.3165029166236114,0.7400128699009549
3840_2160_17000K_hevc_Center_Panorama.mkv,3.9523809523809526,0.39376652902960896,0.9206622874969125
3840_2160_17000K_hevc_DevilMayCry5_P2.mkv,3.857142857142857,0.3650686263464025,0.8535639569308375
3840_2160_17000K_hevc_Fireworks.mkv,3.619047619047619,0.3441900017173321,0.8047478161629565
3840_2160_17000K_hevc_Flowers.mkv,3.857142857142857,0.31094980276662093,0.72702917999997
3840_2160_17000K_hevc_PES2019v2_P2.mkv,3.9523809523809526,0.39376652902960896,0.9206622874969125
3840_2160_17000K_vvc_Center_Panorama.mkv,4.142857142857143,0.33909060867491575,0.7928249671720919
3840_2160_17000K_vvc_DevilMayCry5_P2.mkv,4.333333333333333,0.3662597180145699,0.8563488385776752
3840_2160_17000K_vvc_Fireworks.mkv,4.190476190476191,0.32060463740289524,0.7496030695673291
3840_2160_17000K_vvc_Flowers.mkv,4.428571428571429,0.2555991633881653,0.5976143046671968
3840_2160_17000K_vvc_PES2019v2_P2.mkv,4.285714285714286,0.30671899606579833,0.7171371656006361
3840_2160_3000K_av1_Center_Panorama.mkv,4.380952380952381,0.3165029166236114,0.7400128699009549
3840_2160_3000K_av1_DevilMayCry5_P2.mkv,3.0476190476190474,0.28614932322185954,0.6690433824641325
3840_2160_3000K_av1_Fireworks.mkv,2.857142857142857,0.33909060867491575,0.7928249671720919
3840_2160_3000K_av1_Flowers.mkv,3.4761904761904763,0.44073874208975994,1.0304876330673562
3840_2160_3000K_av1_PES2019v2_P2.mkv,3.0,0.4057510929847505,0.9486832980505138
3840_2160_3000K_hevc_Center_Panorama.mkv,3.7142857142857144,0.4089586614210645,0.956182887467515
3840_2160_3000K_hevc_DevilMayCry5_P2.mkv,2.0476190476190474,0.31650291662361135,0.7400128699009548
3840_2160_3000K_hevc_Fireworks.mkv,1.8095238095238095,0.25729751538324863,0.6015852075182383
3840_2160_3000K_hevc_Flowers.mkv,1.380952380952381,0.2521681465399702,0.5895922723535711
3840_2160_3000K_hevc_PES2019v2_P2.mkv,1.6666666666666667,0.24693225151124887,0.5773502691896257
3840_2160_3000K_vvc_Center_Panorama.mkv,4.190476190476191,0.3206046374028952,0.7496030695673291
3840_2160_3000K_vvc_DevilMayCry5_P2.mkv,3.0,0.2705007286565003,0.6324555320336759
3840_2160_3000K_vvc_Fireworks.mkv,2.9523809523809526,0.39376652902960896,0.9206622874969125
3840_2160_3000K_vvc_Flowers.mkv,3.6666666666666665,0.434769092959568,1.016530045465127
3840_2160_3000K_vvc_PES2019v2_P2.mkv,2.9047619047619047,0.35539621433147633,0.8309489698388165
3840_2160_40000K_av1_Center_Panorama.mkv,4.285714285714286,0.33521516015618325,0.7837638128197257
3840_2160_40000K_av1_DevilMayCry5_P2.mkv,4.190476190476191,0.3733264732457246,0.8728715609439697
3840_2160_40000K_av1_Fireworks.mkv,4.142857142857143,0.433766164073712,1.01418510567422
3840_2160_40000K_av1_Flowers.mkv,4.523809523809524,0.25729751538324863,0.6015852075182383
3840_2160_40000K_av1_PES2019v2_P2.mkv,4.666666666666667,0.2065983441015205,0.48304589153964794
3840_2160_40000K_hevc_Center_Panorama.mkv,4.428571428571429,0.2891774427158081,0.6761234037828133
3840_2160_40000K_hevc_DevilMayCry5_P2.mkv,4.285714285714286,0.275288723882194,0.6436503043467892
3840_2160_40000K_hevc_Fireworks.mkv,3.857142857142857,0.3650686263464025,0.8535639569308375
3840_2160_40000K_hevc_Flowers.mkv,4.142857142857143,0.38931704688258084,0.9102589898327995
3840_2160_40000K_hevc_PES2019v2_P2.mkv,4.190476190476191,0.3479655077377158,0.8135752957807667
3840_2160_40000K_vvc_Center_Panorama.mkv,4.523809523809524,0.2906796733060595,0.6796357567879738
3840_2160_40000K_vvc_DevilMayCry5_P2.mkv,4.181818181818182,0.3322057831726377,0.7950060578603361
3840_2160_40000K_vvc_Fireworks.mkv,4.285714285714286,0.385946273074873,0.9023778112773575
3840_2160_40000K_vvc_Flowers.mkv,4.428571428571429,0.2555991633881653,0.5976143046671968
3840_2160_40000K_vvc_PES2019v2_P2.mkv,4.857142857142857,0.15335949803289917,0.3585685828003181
3840_2160_8000K_av1_Center_Panorama.mkv,4.190476190476191,0.3733264732457246,0.8728715609439697
3840_2160_8000K_av1_DevilMayCry5_P2.mkv,4.333333333333333,0.3662597180145699,0.8563488385776752
3840_2160_8000K_av1_Fireworks.mkv,3.6666666666666665,0.31234733701164075,0.7302967433402214
3840_2160_8000K_av1_Flowers.mkv,3.9,0.3453800884311548,0.7880689256524124
3840_2160_8000K_av1_PES2019v2_P2.mkv,3.857142857142857,0.33909060867491575,0.792824967172092
3840_2160_8000K_hevc_Center_Panorama.mkv,3.9047619047619047,0.2995348845448487,0.7003400534570262
3840_2160_8000K_hevc_DevilMayCry5_P2.mkv,3.4285714285714284,0.3721579994148018,0.870139561876632
3840_2160_8000K_hevc_Fireworks.mkv,2.9523809523809526,0.4163468991537589,0.9734572654303051
3840_2160_8000K_hevc_Flowers.mkv,3.0476190476190474,0.43776409341776157,1.023532631438318
3840_2160_8000K_hevc_PES2019v2_P2.mkv,3.0,0.2705007286565003,0.6324555320336759
3840_2160_8000K_vvc_Center_Panorama.mkv,4.238095238095238,0.32865454220232565,0.768424485864545
3840_2160_8000K_vvc_DevilMayCry5_P2.mkv,3.9047619047619047,0.42565767033370594,0.9952267030562386
3840_2160_8000K_vvc_Fireworks.mkv,3.9047619047619047,0.3286545422023257,0.7684244858645451
3840_2160_8000K_vvc_Flowers.mkv,4.476190476190476,0.2906796733060595,0.6796357567879737
3840_2160_8000K_vvc_PES2019v2_P2.mkv,3.8095238095238093,0.41947345294778726,0.9807674351775562
3840_2160_original_Center_Panorama.mkv,4.333333333333333,0.28154608483752547,0.6582805886043833
3840_2160_original_DevilMayCry5_P2.mkv,4.238095238095238,0.40359855210715706,0.9436504599035549
3840_2160_original_Fireworks.mkv,4.380952380952381,0.3165029166236114,0.7400128699009549
3840_2160_original_Flowers.mkv,4.619047619047619,0.3165029166236114,0.7400128699009549
3840_2160_original_PES2019v2_P2.mkv,4.619047619047619,0.21282883516685297,0.4976133515281193
